id,talhao_id,fazenda_id,cultura,area_ha,latitude,longitude,safra,data,dia_juliano,dias_desde_plantio,estagio_fenologico,ndvi,evi,temperatura_superficie_c,umidade_solo_satelite_pct,precipitacao_mm,temperatura_ar_c,umidade_ar_pct,umidade_solo_sensor_pct,luminosidade_lux,necessidade_irrigacao,status_saude,produtividade_estimada_ton_ha
24,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-08,312,23,vegetativo,0.3118,0.2632,30.26,8.0,3.55,30.23,67.79,5.0,54679.7,0,saudavel,2.42
25,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-09,313,24,vegetativo,0.3482,0.2986,30.41,8.0,0.0,30.26,73.37,5.0,52813.3,1,saudavel,2.42
26,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-10,314,25,vegetativo,0.349,0.304,29.55,8.0,0.0,,70.26,5.0,54802.4,1,saudavel,2.42
27,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-11,315,26,vegetativo,0.3803,0.3868,27.02,13.6,25.4,26.93,71.24,15.1,28622.8,0,saudavel,2.42
28,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-12,316,27,vegetativo,0.4071,0.3631,32.19,15.04,8.54,29.61,78.65,16.88,48912.2,0,saudavel,2.42
29,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-13,317,28,vegetativo,0.4197,0.3426,25.9,16.41,7.65,25.68,69.14,14.76,52900.1,0,saudavel,2.42
30,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-14,318,29,vegetativo,0.4835,0.4304,25.96,19.65,11.47,25.91,62.27,14.65,44965.0,0,saudavel,2.42
31,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-15,319,30,vegetativo,0.4954,0.4139,29.29,25.36,17.43,28.13,81.19,22.98,39207.4,0,saudavel,2.42
32,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-16,320,31,vegetativo,0.5365,0.4462,25.78,22.16,0.0,26.48,87.01,19.1,52958.5,1,saudavel,2.42
33,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-17,321,32,vegetativo,0.5772,0.5088,24.78,33.05,27.67,26.98,72.07,30.6,29757.1,0,saudavel,2.42
34,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-18,322,33,vegetativo,0.6073,0.5168,25.07,29.32,0.0,26.65,64.73,20.89,51923.4,1,saudavel,2.42
35,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-19,323,34,vegetativo,0.6413,0.5507,25.5,25.86,0.0,27.31,72.59,15.83,54155.0,0,saudavel,2.42
36,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-20,324,35,vegetativo,0.6543,0.5564,25.57,22.51,0.0,28.82,71.93,12.71,57760.5,1,saudavel,2.42
37,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-21,325,36,vegetativo,0.6742,0.5798,24.43,26.74,14.06,26.76,73.77,20.96,47797.5,0,saudavel,2.42
38,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-22,326,37,vegetativo,0.7056,0.6082,24.4,23.56,0.0,27.49,68.83,16.61,65864.8,1,saudavel,2.42
39,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-23,327,38,vegetativo,0.6957,0.5526,22.02,21.12,0.0,23.36,79.89,12.34,55847.7,1,saudavel,2.42
40,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-24,328,39,floracao,0.7207,0.6259,23.81,18.56,0.0,26.26,77.98,7.64,62078.2,1,saudavel,2.42
41,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-25,329,40,floracao,0.7412,0.6103,22.02,16.39,0.0,24.98,68.77,5.39,58662.8,1,saudavel,2.42
42,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-26,330,41,floracao,0.7636,0.6202,21.34,14.5,0.0,24.32,80.24,5.0,57631.4,1,saudavel,2.42
43,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-27,331,42,floracao,0.8055,0.6835,21.71,12.78,0.0,24.73,86.86,5.0,59530.9,1,saudavel,2.42
44,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-28,332,43,floracao,0.7915,0.6745,22.94,25.26,28.33,25.45,77.13,20.95,30999.8,0,saudavel,2.42
45,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-29,333,44,floracao,0.8125,0.6768,22.92,22.39,0.0,27.23,73.62,18.75,58843.2,1,saudavel,2.42
46,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-11-30,334,45,floracao,0.8551,0.7435,19.03,25.53,10.61,23.77,76.77,23.49,47050.9,0,saudavel,2.42
47,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-01,335,46,floracao,0.8297,0.6784,23.34,22.85,0.0,25.7,79.48,17.05,54573.3,1,saudavel,2.42
48,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-02,336,47,floracao,0.8581,0.7213,20.7,20.53,0.0,24.83,68.36,14.63,54255.9,1,saudavel,2.42
49,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-03,337,48,floracao,0.8303,0.694,20.08,25.04,13.4,24.97,77.85,20.95,47784.1,0,saudavel,2.42
50,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-04,338,49,floracao,0.8495,0.7211,23.66,22.28,0.0,26.86,74.02,16.87,58277.1,1,saudavel,2.42
51,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-05,339,50,floracao,0.8385,0.7183,22.98,26.98,14.3,26.06,85.77,24.13,43307.8,0,saudavel,2.42
52,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-06,340,51,floracao,0.8539,0.7057,21.94,24.05,0.0,27.16,75.08,19.73,59329.3,1,saudavel,2.42
53,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-07,341,52,floracao,0.8801,0.7626,21.13,25.06,6.79,24.82,85.77,21.11,55052.2,0,saudavel,2.42
54,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-08,342,53,floracao,0.8309,0.7075,21.16,22.63,0.0,23.91,72.53,17.71,60017.4,1,saudavel,2.42
55,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-09,343,54,floracao,0.8758,0.7066,21.01,30.75,20.71,24.51,80.69,27.94,37027.3,0,saudavel,2.42
56,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-10,344,55,floracao,0.8732,0.703,21.88,27.79,0.0,25.11,79.05,19.58,63303.5,1,saudavel,2.42
57,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-11,345,56,floracao,0.8574,0.7286,19.79,25.06,0.0,24.91,73.29,15.53,64427.2,1,saudavel,2.42
58,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-12,346,57,floracao,0.841,0.7104,19.68,22.77,0.0,22.91,79.78,11.53,61232.1,1,saudavel,2.42
59,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-13,347,58,floracao,0.8716,0.7388,20.43,20.51,0.0,24.57,84.02,6.96,62722.2,1,saudavel,2.42
60,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-14,348,59,floracao,0.8595,0.73,20.46,18.39,0.0,24.68,76.33,7.61,63573.6,1,saudavel,2.42
61,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-15,349,60,floracao,0.8744,0.7477,25.01,16.07,0.0,28.01,67.54,7.73,63278.4,1,saudavel,2.42
62,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-16,350,61,frutificacao,0.8694,0.758,24.6,17.66,7.2,26.94,76.59,12.11,54576.4,0,saudavel,2.42
63,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-17,351,62,frutificacao,0.9,0.7428,20.44,16.04,0.0,22.75,74.73,10.05,61745.3,1,saudavel,2.42
64,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-18,352,63,frutificacao,0.8617,0.709,21.05,18.61,8.35,23.49,77.12,15.27,53186.0,0,saudavel,2.42
65,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-19,353,64,frutificacao,0.8442,0.6957,17.92,16.92,0.0,21.62,79.58,12.28,56695.5,1,saudavel,2.42
66,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-20,354,65,frutificacao,0.8659,0.7418,19.39,22.52,14.39,22.83,70.77,19.41,47712.5,0,saudavel,2.42
67,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-21,355,66,frutificacao,0.8639,0.7592,21.08,20.32,0.0,24.09,70.5,13.77,55932.6,1,saudavel,2.42
68,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-22,356,67,frutificacao,0.8832,0.7421,21.49,18.18,0.0,25.32,80.27,11.22,57613.1,1,saudavel,2.42
69,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-23,357,68,frutificacao,0.8685,0.6882,18.63,28.99,24.92,22.31,77.08,25.23,38981.9,0,saudavel,2.42
70,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-24,358,69,frutificacao,0.854,0.6918,19.46,29.28,5.61,22.32,66.88,22.12,56881.3,0,saudavel,2.42
71,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-25,359,70,frutificacao,0.8702,0.723,16.09,26.73,0.0,19.98,85.05,17.8,64412.4,1,saudavel,2.42
72,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-26,360,71,frutificacao,0.8101,0.6775,18.84,24.27,0.0,22.86,80.77,14.05,59107.2,1,saudavel,2.42
73,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-27,361,72,frutificacao,0.8129,0.6828,17.67,39.48,34.71,21.4,76.72,36.52,26487.3,0,saudavel,2.42
74,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-28,362,73,frutificacao,0.7976,0.6787,19.56,36.07,0.0,22.1,73.3,30.96,59126.4,1,saudavel,2.42
75,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-29,363,74,frutificacao,0.7972,0.6714,18.31,32.98,0.0,21.48,84.44,25.14,60107.3,1,saudavel,2.42
76,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-30,364,75,frutificacao,0.7646,0.6709,20.01,34.59,9.22,22.55,81.36,26.51,50807.7,0,saudavel,2.42
77,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2023-12-31,365,76,frutificacao,0.7901,0.6581,17.52,33.04,2.82,19.96,93.08,23.38,60286.4,1,saudavel,2.42
78,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-01,1,77,frutificacao,0.7562,0.6255,17.11,34.45,8.51,20.29,83.06,24.14,50086.9,0,saudavel,2.42
79,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-02,2,78,frutificacao,0.7124,0.6151,23.93,30.89,0.0,25.59,79.71,17.13,60609.6,1,saudavel,2.42
80,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-03,3,79,frutificacao,0.7005,0.5647,18.44,29.42,2.4,20.36,80.06,15.12,54132.3,1,saudavel,2.42
81,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-04,4,80,frutificacao,0.7039,0.6061,16.98,26.85,0.0,20.55,84.85,11.0,60744.1,1,saudavel,2.42
82,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-05,5,81,frutificacao,0.6891,0.5878,24.09,23.96,0.0,24.85,81.29,6.17,59313.1,1,saudavel,2.42
83,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-06,6,82,frutificacao,0.6851,0.5794,23.69,28.88,15.55,26.36,83.49,14.72,41618.0,0,saudavel,2.42
84,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-07,7,83,frutificacao,0.6746,0.6052,16.42,26.36,0.0,20.14,78.33,12.39,58399.7,1,saudavel,2.42
85,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-08,8,84,frutificacao,0.5944,0.4928,18.86,23.79,0.0,21.25,78.06,6.88,58447.4,1,saudavel,2.42
86,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-09,9,85,frutificacao,0.5353,0.4962,20.38,29.55,16.64,22.22,77.23,15.41,41749.9,0,saudavel,2.42
87,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-10,10,86,frutificacao,0.481,0.4044,23.93,32.43,12.45,24.21,82.35,20.95,51883.6,0,atencao,2.42
88,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-11,11,87,frutificacao,0.4977,0.3975,19.29,32.86,6.97,20.04,88.35,22.7,51538.1,0,saudavel,2.42
89,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-12,12,88,frutificacao,0.4453,0.3799,20.71,31.65,4.17,21.06,77.91,22.0,53715.6,0,saudavel,2.42
90,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-13,13,89,frutificacao,0.4236,0.3385,23.31,32.61,8.7,22.5,77.17,22.63,43618.7,0,saudavel,2.42
91,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-14,14,90,frutificacao,0.3914,0.3177,22.71,29.16,0.0,21.89,81.18,16.2,55550.5,1,saudavel,2.42
92,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-15,15,91,frutificacao,0.3744,0.3262,21.53,33.05,13.87,20.59,79.11,19.75,43870.0,0,saudavel,2.42
93,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-16,16,92,frutificacao,0.374,0.329,21.9,42.14,24.96,20.86,84.88,31.97,31775.7,0,saudavel,2.42
94,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-17,17,93,frutificacao,0.3335,0.271,20.52,38.07,0.0,18.91,69.97,25.88,61917.4,1,saudavel,2.42
95,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-18,18,94,maturacao,0.307,0.2807,19.65,34.22,0.0,20.52,76.06,22.11,57112.7,0,saudavel,2.42
96,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-19,19,95,maturacao,0.2715,0.2539,21.59,30.65,0.0,20.39,76.3,18.68,61302.5,0,saudavel,2.42
97,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-20,20,96,maturacao,0.2428,0.2351,20.69,27.23,0.0,21.06,68.14,13.87,57446.5,0,atencao,2.42
98,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-21,21,97,maturacao,0.2525,0.2252,21.55,31.93,15.39,19.79,75.61,18.45,42549.2,0,saudavel,2.42
99,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-22,22,98,maturacao,0.249,0.2389,23.0,44.62,32.44,21.24,74.91,34.47,28180.4,0,saudavel,2.42
100,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-23,23,99,maturacao,0.2749,0.196,24.54,40.03,0.0,21.97,77.96,,56713.2,0,saudavel,2.42
101,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-24,24,100,maturacao,0.233,0.1917,23.69,35.9,0.0,20.6,85.28,20.85,61661.1,0,saudavel,2.42
102,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-25,25,101,maturacao,0.2423,0.1886,22.84,32.09,0.0,20.82,78.27,15.01,49343.6,0,saudavel,2.42
103,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-26,26,102,maturacao,0.206,0.1775,21.93,30.85,4.5,20.29,74.57,14.41,45883.9,0,saudavel,2.42
104,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-27,27,103,maturacao,0.1866,0.1472,22.93,27.45,0.0,20.13,79.45,9.85,54253.0,0,atencao,2.42
105,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-28,28,104,maturacao,0.1862,0.1549,20.76,24.33,0.0,18.97,85.58,5.93,55708.6,0,atencao,2.42
106,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-29,29,105,maturacao,0.1869,0.1965,22.76,42.6,42.38,20.45,74.47,31.61,29791.6,0,saudavel,2.42
107,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-30,30,106,maturacao,0.2405,0.2011,22.57,38.35,0.0,19.75,75.12,24.23,56634.5,0,saudavel,2.42
108,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-01-31,31,107,colheita,0.1787,0.1601,24.8,34.0,0.0,22.96,80.44,18.56,53830.5,0,atencao,2.42
109,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-02-01,32,108,colheita,0.2094,0.1734,25.03,34.46,8.65,22.11,76.94,19.77,49913.6,0,saudavel,2.42
110,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2023/2024,2024-02-02,33,109,colheita,0.1725,0.1482,23.38,38.73,15.99,20.25,82.29,23.63,43071.6,0,atencao,2.42
111,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-15,289,0,germinacao,0.1734,0.1382,31.43,45.0,0.0,29.98,61.94,48.14,44004.6,0,saudavel,2.55
112,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-16,290,1,germinacao,0.2308,0.1875,32.11,39.44,0.0,29.22,67.35,35.43,45073.6,0,saudavel,2.55
113,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-17,291,2,germinacao,0.1491,0.1333,31.8,38.69,8.98,29.23,71.32,31.65,41045.6,0,atencao,2.55
114,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-18,292,3,germinacao,0.1887,0.1721,33.19,33.41,0.0,30.55,55.43,23.84,47717.4,1,saudavel,2.55
115,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-19,293,4,germinacao,0.163,0.1204,29.12,33.87,9.64,26.13,75.34,27.41,45436.3,0,atencao,2.55
116,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-20,294,5,germinacao,0.1768,0.151,29.44,29.5,0.0,26.04,64.49,22.54,52310.8,0,saudavel,2.55
117,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-21,295,6,germinacao,0.1908,0.1215,31.72,25.1,0.0,29.35,70.26,17.52,51245.6,1,saudavel,2.55
118,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-22,296,7,germinacao,0.143,0.1258,33.0,21.04,0.0,28.87,70.3,11.12,50505.5,1,atencao,2.55
119,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-23,297,8,germinacao,0.1961,0.1819,31.62,17.37,0.0,29.08,74.54,5.2,51553.9,0,saudavel,2.55
120,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-24,298,9,germinacao,0.2316,0.1913,30.61,17.61,6.9,28.07,72.65,7.56,42262.1,0,saudavel,2.55
121,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-25,299,10,germinacao,0.1871,0.1954,31.18,14.12,0.0,29.69,57.21,5.0,53546.7,1,saudavel,2.55
122,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-26,300,11,vegetativo,0.2045,0.1562,34.35,10.89,0.0,30.03,65.14,,47934.1,1,saudavel,2.55
123,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-27,301,12,vegetativo,0.2235,0.1943,31.75,8.04,0.0,29.29,70.37,5.0,54067.9,1,saudavel,2.55
124,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-28,302,13,vegetativo,0.204,0.1727,30.98,8.0,4.26,28.11,69.59,5.0,51724.3,0,saudavel,2.55
125,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-29,303,14,vegetativo,0.2008,0.1687,25.85,40.5,69.97,25.27,74.82,42.49,26699.4,0,saudavel,2.55
126,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-30,304,15,vegetativo,0.173,0.1447,31.13,35.18,0.0,29.51,74.0,28.47,,0,atencao,2.55
127,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-10-31,305,16,vegetativo,0.2384,0.2048,33.21,30.31,0.0,30.12,72.89,21.43,53890.8,1,saudavel,2.55
128,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-11-01,306,17,vegetativo,0.2316,0.2138,31.38,25.93,0.0,29.18,69.51,13.98,44377.4,1,saudavel,2.55
129,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-11-02,307,18,vegetativo,0.2233,0.2174,26.9,23.81,3.28,26.82,62.92,11.47,51229.5,0,atencao,2.55
130,F01-SOJ,F01,Soja,62.6,-16.52925,-49.16363,2024/2025,2024-11-03,308,19,vegetativo,0.2573,0.2186,31.8,20.0,0.0,29.08,68.68,6.8,53153.6,1,saudavel,2.55
